department_name,geographic_region,name,normalised_path,path,url,financial_year,sphere
Education,Western Cape,Vote 05 : Education,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 05 - Education.pdf,2016,provincial
Health,Western Cape,Vote 06 : Health,etl-data/normalised/2016/Western Cape/Vote 06 : Health.xlsm,etl-data/2016/Western Cape/WC - Health.xlsm,,2016,provincial
Health,Western Cape,Vote 06 : Health,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 06 - Health.pdf,2016,provincial
Social Development,Western Cape,Vote 07 : Social Development,etl-data/normalised/2016/Western Cape/Vote 07 : Social Development.xlsm,etl-data/2016/Western Cape/WC - Social Development.xlsm,,2016,provincial
Social Development,Western Cape,Vote 07 : Social Development,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 07 - Social Development.pdf,2016,provincial
Human Settlements,Western Cape,Vote 08 : Human Settlements,etl-data/normalised/2016/Western Cape/Vote 08 : Human Settlements.xlsm,etl-data/2016/Western Cape/WC - Human Settlements.xlsm,,2016,provincial
Human Settlements,Western Cape,Vote 08 : Human Settlements,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 08 - Human Settlements.pdf,2016,provincial
Environmental Affairs and Development Planning,Western Cape,Vote 09 : Environmental Affairs and Development Planning,etl-data/normalised/2016/Western Cape/Vote 09 : Environmental Affairs and Development Planning.xlsm,etl-data/2016/Western Cape/WC - Environ. Affairs and Dev Planning.xlsm,,2016,provincial
Environmental Affairs and Development Planning,Western Cape,Vote 09 : Environmental Affairs and Development Planning,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 09 - Environmental Affairs and Development Planning.pdf,2016,provincial
Transport and Public Works,Western Cape,Vote 10 : Transport and Public Works,etl-data/normalised/2016/Western Cape/Vote 10 : Transport and Public Works.xlsm,etl-data/2016/Western Cape/WC - Transport and Public Works.xlsm,,2016,provincial
Transport and Public Works,Western Cape,Vote 10 : Transport and Public Works,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 10 - Transport and Public works.pdf,2016,provincial
Agriculture,Western Cape,Vote 11 : Agriculture,etl-data/normalised/2016/Western Cape/Vote 11 : Agriculture.xlsm,etl-data/2016/Western Cape/WC - Agriculture.xlsm,,2016,provincial
Agriculture,Western Cape,Vote 11 : Agriculture,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 11 - Agriculture.pdf,2016,provincial
Economical Development and Tourism,Western Cape,Vote 12 : Economical Development and Tourism,etl-data/normalised/2016/Western Cape/Vote 12 : Economical Development and Tourism.xlsm,etl-data/2016/Western Cape/WC - Economic Dev. and Tourism.xlsm,,2016,provincial
Economical Development and Tourism,Western Cape,Vote 12 : Economical Development and Tourism,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 12 - Economic Development and Toursim.pdf,2016,provincial
Cultural Affairs and Sport,Western Cape,Vote 13 : Cultural Affairs and Sport,etl-data/normalised/2016/Western Cape/Vote 13 : Cultural Affairs and Sport.xlsm,etl-data/2016/Western Cape/WC - Cultural Affairs and Sport.xlsm,,2016,provincial
Cultural Affairs and Sport,Western Cape,Vote 13 : Cultural Affairs and Sport,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 13 - Cultural Affairs and Sport.pdf,2016,provincial
Local Government,Western Cape,Vote 14 : Local Government,etl-data/normalised/2016/Western Cape/Vote 14 : Local Government.xlsm,etl-data/2016/Western Cape/WC - Local Government.xlsm,,2016,provincial
Local Government,Western Cape,Vote 14 : Local Government,,,http://www.treasury.gov.za/documents/provincial%20budget/2016/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/WC - Vote 14 - Local Government.pdf,2016,provincial
Office of the Premier,Eastern Cape,Vote 01 : Office of the Premier,etl-data/normalised/2015/Eastern Cape/Vote 01 : Office of the Premier.xlsx,etl-data/2015/Eastern Cape/EC - Office of the Premier.xlsx,,2015,provincial
Office of the Premier,Eastern Cape,Vote 01 : Office of the Premier,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 01 - Office of the Premier.pdf,2015,provincial
Provincial Legislature,Eastern Cape,Vote 02 : Provincial Legislature,etl-data/normalised/2015/Eastern Cape/Vote 02 : Provincial Legislature.xlsx,etl-data/2015/Eastern Cape/EC - Provincial Legislature.xlsx,,2015,provincial
Provincial Legislature,Eastern Cape,Vote 02 : Provincial Legislature,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 02 - Provincial Legislature.pdf,2015,provincial
Health,Eastern Cape,Vote 03 : Health,etl-data/normalised/2015/Eastern Cape/Vote 03 : Health.xlsx,etl-data/2015/Eastern Cape/EC - Health.xlsx,,2015,provincial
Health,Eastern Cape,Vote 03 : Health,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 03 - Health.pdf,2015,provincial
Social Development,Eastern Cape,Vote 04 : Social Development,etl-data/normalised/2015/Eastern Cape/Vote 04 : Social Development.xlsx,etl-data/2015/Eastern Cape/EC - Social Development.xlsx,,2015,provincial
Social Development,Eastern Cape,Vote 04 : Social Development,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 04 - Social Development.pdf,2015,provincial
Roads and Public Works,Eastern Cape,Vote 05 : Roads and Public Works,etl-data/normalised/2015/Eastern Cape/Vote 05 : Roads and Public Works.xlsx,etl-data/2015/Eastern Cape/EC - Roads and Public Works.xlsx,,2015,provincial
Roads and Public Works,Eastern Cape,Vote 05 : Roads and Public Works,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 05 - Road and Public works.pdf,2015,provincial
Education,Eastern Cape,Vote 06 : Education,etl-data/normalised/2015/Eastern Cape/Vote 06 : Education.xlsx,etl-data/2015/Eastern Cape/EC - Education.xlsx,,2015,provincial
Education,Eastern Cape,Vote 06 : Education,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 06 - Education.pdf,2015,provincial
Local Government and Traditional Affairs,Eastern Cape,Vote 07 : Local Government and Traditional Affairs,etl-data/normalised/2015/Eastern Cape/Vote 07 : Local Government and Traditional Affairs.xlsx,etl-data/2015/Eastern Cape/EC - CoGTA.xlsx,,2015,provincial
Local Government and Traditional Affairs,Eastern Cape,Vote 07 : Local Government and Traditional Affairs,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 07 - Coop Gov and Traditional Affairs.pdf,2015,provincial
Rural Development and Agrarian Reform,Eastern Cape,Vote 08 : Rural Development and Agrarian Reform,etl-data/normalised/2015/Eastern Cape/Vote 08 : Rural Development and Agrarian Reform.xlsx,etl-data/2015/Eastern Cape/EC - Rural Development and Agrarian Reform.xlsx,,2015,provincial
Rural Development and Agrarian Reform,Eastern Cape,Vote 08 : Rural Development and Agrarian Reform,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 08 - Rural Development and Agrarian Reform.pdf,2015,provincial
"Economic Development, Environmental Affairs and Tourism",Eastern Cape,"Vote 09 : Economic Development, Environmental Affairs and Tourism","etl-data/normalised/2015/Eastern Cape/Vote 09 : Economic Development, Environmental Affairs and Tourism.xlsx","etl-data/2015/Eastern Cape/EC - Eco Dev, Environment and Tourism.xlsx",,2015,provincial
"Economic Development, Environmental Affairs and Tourism",Eastern Cape,"Vote 09 : Economic Development, Environmental Affairs and Tourism",,,"http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 09 - Eco Dev, Environ Affairs and Tourism.pdf",2015,provincial
Transport,Eastern Cape,Vote 10 : Transport,etl-data/normalised/2015/Eastern Cape/Vote 10 : Transport.xlsx,etl-data/2015/Eastern Cape/EC - Transport.xlsx,,2015,provincial
Transport,Eastern Cape,Vote 10 : Transport,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 10 - Transport.pdf,2015,provincial
Human Settlements,Eastern Cape,Vote 11 : Human Settlements,etl-data/normalised/2015/Eastern Cape/Vote 11 : Human Settlements.xlsx,etl-data/2015/Eastern Cape/EC - Human Settlements.xlsm.xlsx,,2015,provincial
Human Settlements,Eastern Cape,Vote 11 : Human Settlements,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 11 - Human Settlements.pdf,2015,provincial
Provincial Treasury,Eastern Cape,Vote 12 : Provincial Treasury,etl-data/normalised/2015/Eastern Cape/Vote 12 : Provincial Treasury.xlsx,etl-data/2015/Eastern Cape/EC - Provincial Planning and Treasury.xlsx,,2015,provincial
Provincial Treasury,Eastern Cape,Vote 12 : Provincial Treasury,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 12 - Provincial Treasury.pdf,2015,provincial
"Sport, Art and Culture",Eastern Cape,"Vote 14 : Sport, Art and Culture","etl-data/normalised/2015/Eastern Cape/Vote 14 : Sport, Art and Culture.xlsx","etl-data/2015/Eastern Cape/EC - Sport, Rec, Arts and Culture.xlsx",,2015,provincial
"Sport, Art and Culture",Eastern Cape,"Vote 14 : Sport, Art and Culture",,,"http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 14 - Sport, Rec, Arts and Culture.pdf",2015,provincial
Safety and Liaison,Eastern Cape,Vote 15 : Safety and Liaison,etl-data/normalised/2015/Eastern Cape/Vote 15 : Safety and Liaison.xlsx,etl-data/2015/Eastern Cape/EC - Safety and Liason.xlsx,,2015,provincial
Safety and Liaison,Eastern Cape,Vote 15 : Safety and Liaison,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/EC - Vote 15 - Safety and Liaison.pdf,2015,provincial
Office of the Premier,Free State,Vote 01 : Office of the Premier,etl-data/normalised/2015/Free State/Vote 01 : Office of the Premier.xlsx,etl-data/2015/Free State/FS - Premier.xlsx,,2015,provincial
Office of the Premier,Free State,Vote 01 : Office of the Premier,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 01 - Premier.pdf,2015,provincial
Free State Legislature,Free State,Vote 02 : Free State Legislature,etl-data/normalised/2015/Free State/Vote 02 : Free State Legislature.xlsx,etl-data/2015/Free State/FS - Provincial Legislature.xlsx,,2015,provincial
Free State Legislature,Free State,Vote 02 : Free State Legislature,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 02 - Free State Legislature.pdf,2015,provincial
"Economic Development, Tourism and Environmental Affairs",Free State,"Vote 03 : Economic Development, Tourism and Environmental Affairs","etl-data/normalised/2015/Free State/Vote 03 : Economic Development, Tourism and Environmental Affairs.xlsx","etl-data/2015/Free State/FS - Eco and Small Bus Dev, Tourism and Env Affairs.xlsx",,2015,provincial
"Economic Development, Tourism and Environmental Affairs",Free State,"Vote 03 : Economic Development, Tourism and Environmental Affairs",,,"http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 03 - Eco Dev, Tourism and Env Affairs.pdf",2015,provincial
Provincial Treasury,Free State,Vote 04 : Provincial Treasury,etl-data/normalised/2015/Free State/Vote 04 : Provincial Treasury.xlsx,etl-data/2015/Free State/FS - Provincial Treasury.xlsx,,2015,provincial
Provincial Treasury,Free State,Vote 04 : Provincial Treasury,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 04 - Treasury.pdf,2015,provincial
Health,Free State,Vote 05 : Health,etl-data/normalised/2015/Free State/Vote 05 : Health.xlsx,etl-data/2015/Free State/FS - Health.xlsx,,2015,provincial
Health,Free State,Vote 05 : Health,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 05 - Health.pdf,2015,provincial
Education,Free State,Vote 06 : Education,etl-data/normalised/2015/Free State/Vote 06 : Education.xlsx,etl-data/2015/Free State/FS - Education.xlsx,,2015,provincial
Education,Free State,Vote 06 : Education,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 06 - Education.pdf,2015,provincial
Social Development,Free State,Vote 07 : Social Development,etl-data/normalised/2015/Free State/Vote 07 : Social Development.xlsx,etl-data/2015/Free State/FS - Social Development.xlsx,,2015,provincial
Social Development,Free State,Vote 07 : Social Development,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 07 - Social Development.pdf,2015,provincial
Cooperative Governance and Traditional Affairs,Free State,Vote 08 : Cooperative Governance and Traditional Affairs,etl-data/normalised/2015/Free State/Vote 08 : Cooperative Governance and Traditional Affairs.xlsx,etl-data/2015/Free State/FS - CoGTA.xlsx,,2015,provincial
Cooperative Governance and Traditional Affairs,Free State,Vote 08 : Cooperative Governance and Traditional Affairs,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 08 - Cooperative Governance and Trad Affairs.pdf,2015,provincial
Public Works,Free State,Vote 09 : Public Works,etl-data/normalised/2015/Free State/Vote 09 : Public Works.xlsx,etl-data/2015/Free State/FS - Public Works and Infrastructure.xlsx,,2015,provincial
Public Works,Free State,Vote 09 : Public Works,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 09 - Public Works.pdf,2015,provincial
"Police, Roads and Transport",Free State,"Vote 10 : Police, Roads and Transport","etl-data/normalised/2015/Free State/Vote 10 : Police, Roads and Transport.xlsx","etl-data/2015/Free State/FS - Police, Roads and Transport.xlsx",,2015,provincial
"Police, Roads and Transport",Free State,"Vote 10 : Police, Roads and Transport",,,"http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 10 - Police, Roads and Transport.pdf",2015,provincial
Agriculture and Rural Development,Free State,Vote 11 : Agriculture and Rural Development,etl-data/normalised/2015/Free State/Vote 11 : Agriculture and Rural Development.xlsx,etl-data/2015/Free State/FS - Agriculture and Rural Dev.xlsx,,2015,provincial
Agriculture and Rural Development,Free State,Vote 11 : Agriculture and Rural Development,,,http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 11 - Agriculture and Rural Development.pdf,2015,provincial
"Sport, Arts, Culture and Recreation",Free State,"Vote 12 : Sport, Arts, Culture and Recreation","etl-data/normalised/2015/Free State/Vote 12 : Sport, Arts, Culture and Recreation.xlsx","etl-data/2015/Free State/FS - Sport, Arts, Culture and Recreation.xlsx",,2015,provincial
"Sport, Arts, Culture and Recreation",Free State,"Vote 12 : Sport, Arts, Culture and Recreation",,,"http://www.treasury.gov.za/documents/provincial%20budget/2015/4.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS/2.%20Estimates%20of%20Prov%20Rev%20and%20Exp/FS - Vote 12 - Sport, Arts, Culture and Recreation.pdf",2015,provincial
